image_url,story_url
https://www.eetimes.com/wp-content/uploads/media-1073950-huang.gif,https://www.eetimes.com/hot-25-jen-hsun-huang/
https://i.ytimg.com/vi/yU3GUHDf0mk/hqdefault.jpg,https://www.youtube.com/watch?v=yU3GUHDf0mk
https://i.ytimg.com/vi/45YGqwT7OeI/hqdefault.jpg,https://glasp.co/youtube/p/jensen-huang-founder-and-ceo-of-nvidia
https://i.ytimg.com/vi/OpKI2Wwkxpo/maxresdefault.jpg,https://www.youtube.com/watch?v=OpKI2Wwkxpo
