image_url,story_url
https://www.societyforscience.org/wp-content/uploads/2019/08/mcgregor_scott_300.jpg,https://www.societyforscience.org/people/scott-a-mcgregor/
https://upload.wikimedia.org/wikipedia/commons/0/0e/Scott_A._McGregor_2012.jpg,https://en.wikipedia.org/wiki/Scott_A._McGregor
https://resource.globenewswire.com/Resource/Download/cc407a85-20d5-46ff-9e3e-0b4451edc653?size=2,https://ir.appliedmaterials.com/news-releases/news-release-details/applied-materials-appoints-scott-mcgregor-board-directors/
https://www.thestreet.com/.image/t_share/MTY4NjM4NDg2MzEyMjAwMDg3/equifax-adds-cybersecurity-expert-scott-mcgregor-to-board-after-data-breach.jpg,https://www.thestreet.com/markets/corporate-governance/equifax-adds-cybersecurity-expert-to-board-after-data-breach-14363596
https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2014/10/broadcom-ceo-Scott-McGregor.jpg,https://siliconangle.com/2014/10/15/broadcom-leaves-internet-of-things-group-it-helped-found/
https://static01.nyt.com/images/2014/09/27/technology/27bits/27bits-videoSixteenByNine600.jpg,https://archive.nytimes.com/bits.blogs.nytimes.com/2014/09/27/100-million-smart-things-a-conversation-with-broadcoms-scott-mcgregor/
https://i.ytimg.com/vi/3kSozkSDriI/maxresdefault.jpg,https://www.youtube.com/watch?v=3kSozkSDriI
https://www.ocregister.com/wp-content/uploads/migration/np3/np3jcu-b88420810z.120150528222929000g6ma10it.10.jpg?w=1024&h=670,https://www.ocregister.com/2015/05/29/broadcom-to-be-sold-to-avago-in-biggest-tech-deal-ever/
https://s.wsj.net/public/resources/images/P1-BT842_BROADC_M_20150527195702.jpg,https://www.wsj.com/articles/broadcom-is-in-advanced-talks-to-be-bought-by-avago-technologies-1432749850
https://assets.bwbx.io/images/users/iqjWHBFdfxIU/iFSQTrKdreFI/v237/-1x-1.jpg,https://www.bloomberg.com/news/articles/2015-05-28/broadcom-ceo-mcgregor-eligible-for-67-million-golden-parachute
https://s.wsj.net/public/resources/images/BN-IQ631_avagoj_M_20150528195539.jpg,https://www.wsj.com/articles/broadcom-avago-the-numbers-guy-behind-tech-historys-largest-deal-1432855534?autoplay=false
https://www.snexplores.org/wp-content/uploads/2019/11/society_opener_broadcom-2013.jpg,https://www.snexplores.org/article/tortoise-studying-teen-takes-top-broadcom-prize
https://www.equilar.com/images/blog/329/blog-11.6-equifax-inc-boardmap-800x400.png,https://www.equilar.com/blogs/329-cybersecurity-expert-scott-mcgregor-joins-equifax-board.html
https://mms.businesswire.com/media/20161101006999/en/553062/5/Broadcom_MASTERS.jpg,https://www.businesswire.com/news/home/20161101006999/en/Broadcom-MASTERS-Awards-100000-in-Prizes-at-2016-National-Middle-School-STEM-Competition
https://eu-images.contentstack.com/v3/assets/blt10e444bce2d36aa8/blt11f5bb2c70e1cfbc/652652d0065a6df275a105d7/hock-tan_0.jpg,https://www.channelfutures.com/mergers-acquisitions/avago-buys-broadcom-for-37-billion-in-record-chip-merger
