Year,Ticker,CEO,Age,dominant_gender,dominant_race,dominant_emotion,Woman,Man,asian,indian,black,white,middle eastern,latino hispanic,angry,disgust,fear,happy,sad,surprise,neutral,Year_Cum_Ret_Overall,Tenure_Cum_Ret_Overall,Image Path
2015,IT,Gene Hall,41.0,Man,white,happy,0.6505817174911499,99.34942126274107,31.73824439872768,0.2807583128740378,0.1307792108225352,59.31431408609832,1.9101579880808583,6.625749565705632,0.038372720673952,1.1540933587463545e-05,0.0014222951118217,90.00025510784923,0.4071414916644702,0.007524521619185,9.545273686018742,1.0770692071526953,8.169518611743975,
2016,IT,Gene Hall,41.0,Man,white,happy,0.6505817174911499,99.34942126274107,31.73824439872768,0.2807583128740378,0.1307792108225352,59.31431408609832,1.9101579880808583,6.625749565705632,0.038372720673952,1.1540933587463545e-05,0.0014222951118217,90.00025510784923,0.4071414916644702,0.007524521619185,9.545273686018742,1.1143329999503726,8.169518611743975,
2017,IT,Gene Hall,46.0,Man,asian,sad,0.1770212082192301,99.82298016548155,55.93107342720032,4.750369116663933,2.8827425092458725,12.919875979423525,3.608712181448937,19.907230138778687,23.03051674002209,0.0051437423515375,3.1115179897525325,1.806547277385321,68.5073770871905,0.0010401704127278,3.5378515228210063,1.218462470542437,8.169518611743975,
2018,IT,Gene Hall,41.0,Man,white,happy,0.6505817174911499,99.34942126274107,31.73824439872768,0.2807583128740378,0.1307792108225352,59.31431408609832,1.9101579880808583,6.625749565705632,0.038372720673952,1.1540933587463545e-05,0.0014222951118217,90.00025510784923,0.4071414916644702,0.007524521619185,9.545273686018742,1.038083595240769,8.169518611743975,
2019,IT,Gene Hall,33.0,Man,asian,happy,0.01391423138557,99.98608827590942,74.90984201431274,0.995487067848444,8.699741214513779,2.764328196644783,0.4243263509124517,12.206277996301653,9.888632937928786e-05,1.1525324567994323e-10,7.200025893881408e-06,97.1330044944885,0.0020900573299277,0.0013180947338538,2.863481438963499,1.1950094543860763,8.169518611743975,
2016,NTAP,George Kurian,27.0,Man,black,neutral,0.1162203378044068,99.88377690315248,0.0001255039023817,0.0044764481572201,99.9953031539917,1.45462231149196e-07,1.1796208454484258e-08,9.441117185815529e-05,0.2180209150537848,1.2510224856043806e-06,0.097332737641409,0.1926093245856464,0.4577336367219686,0.0611994124483317,98.97310733795166,1.3655987040887836,2.54364229174086,
2017,NTAP,George Kurian,28.0,Man,black,happy,0.0486960430862382,99.9513030052185,7.892201558945544e-07,0.0001996522314584,99.99979734420776,8.500947883995079e-11,7.665137920003992e-12,2.751346173113234e-06,0.0087039019221437,7.873395872818848e-11,4.790100335457296e-06,98.88044589045322,7.666024432547217e-05,0.1173803187090348,0.9933895092242664,1.5994457211782886,2.54364229174086,
2018,NTAP,George Kurian,,,,,,,,,,,,,,,,,,,,1.0966871935557474,2.54364229174086,
2019,NTAP,George Kurian,,,,,,,,,,,,,,,,,,,,1.0618927670167582,2.54364229174086,
2010,CHKP,Gil Shwed,43.0,Man,white,neutral,0.0082505735917948,99.99175071716309,0.0002514077245689,0.0001102293888143,1.889059510393876e-06,99.79246257498636,0.1237956880805306,0.0833813849244347,1.6947710886597631,8.39045277700734e-07,0.0020858298739767,43.01276504993439,0.1142835360951721,0.0002815513425957,55.17581105232239,1.3562004542296733,3.2741131136562944,
2011,CHKP,Gil Shwed,50.0,Man,white,neutral,0.0008090194569376,99.99918937683104,0.1609084757958934,0.9175754699155968,0.0531055472313938,64.65642241575851,22.117096013849736,12.094889557056996,0.5912467837333679,9.422998914487836e-06,0.0248389085754752,0.3885225858539343,1.6359861940145493,0.0009345033504359,97.35846519470216,1.1357544924741376,3.2741131136562944,
2012,CHKP,Gil Shwed,40.0,Man,white,neutral,0.0052840096032014,99.9947190284729,6.268196930971093e-05,9.930361836310288e-06,4.6832834848318995e-08,99.8951613840557,0.0601123705014509,0.044657982404447,0.0346143642673268,9.906625519917613e-09,0.1054538413882255,0.5370677914470434,0.4706991836428642,0.0005815428266942,98.8515853881836,0.9067376962220268,3.2741131136562944,
2013,CHKP,Gil Shwed,39.0,Man,white,happy,0.01041589785018,99.98958110809326,1.754092618204984e-05,3.7276102385342975e-05,1.3604564653467717e-07,99.85969660993774,0.1072790368755503,0.032974146162803,7.941755342244505e-06,3.996701932911162e-14,1.8446053712262158e-09,99.996817111969,1.1118614473559774e-06,0.0005956291715847,0.0025807670681388,1.3539042994617496,3.2741131136562944,
2014,CHKP,Gil Shwed,43.0,Man,white,angry,0.0015072983842401,99.99849796295166,0.1349432510323822,0.2246747491881251,0.0100403842225205,83.31356644630432,9.576670825481417,6.740103662014008,40.95899164676666,19.63694393634796,1.8640153110027315,0.005788423368358,14.623340964317322,0.0024669070626259,22.90845513343811,1.2181395301523152,3.2741131136562944,
2015,CHKP,Gil Shwed,39.0,Man,white,neutral,0.0014145261047815,99.99858140945436,0.0002417422054739,0.0004741227995256,1.066494511877667e-05,99.0091144447991,0.6860999799430358,0.3040586546619924,2.1809078752994537,2.162642509517809e-06,0.0010359085536038,3.1845245510339737,7.992638647556305,0.0010545895747782,86.63983941078186,1.0357642556892983,3.2741131136562944,
2016,CHKP,Gil Shwed,36.0,Man,white,neutral,0.0271252094535157,99.97287392616272,2.038617804646492,0.7409540005028248,0.138059863820672,65.49543738365173,12.15856745839119,19.42836791276932,4.99807633459568,0.0009999233043345,0.1736386329866945,2.970786951482296,4.823841899633408,0.0246786134084686,87.0079755783081,1.0378471606660733,3.2741131136562944,
2017,CHKP,Gil Shwed,39.0,Man,white,disgust,0.6746682804077864,99.32532906532288,0.3268001330226739,0.3227787983211159,0.0267945537016274,82.38823308874566,9.50363707564098,7.431754167780529,6.077761565313432,65.14876873187832,3.1056167546282265,1.2666893946641322,23.71310882050448,0.0013922419304817,0.6866619865841858,1.226852993959264,3.2741131136562944,
2018,CHKP,Gil Shwed,41.0,Man,white,sad,0.0569452007766813,99.94304776191711,0.0215536461951521,0.0319365634759329,0.0007970708359033,93.87381636344293,3.8405897522324177,2.231306715685529,5.864788568901334,0.0115639369667898,20.86315428394999,11.118954337772983,59.91121887631529,0.0186164336083007,2.211703305643994,0.9906388612720326,3.2741131136562944,
2019,CHKP,Gil Shwed,38.0,Man,white,sad,0.00899830047274,99.99099969863892,1.942596443604999,1.907420944562071,0.6052355537844364,53.884494767724846,16.98096745979398,24.679291210090067,4.668966492291271,0.0245296541972046,0.9322077215859558,0.2118111142067449,93.84709523285572,0.003537385476786,0.3118580811823107,1.0879688129085945,3.2741131136562944,
2010,LUMN,Glen F. Post III,,,,,,,,,,,,,,,,,,,,1.3629273804705777,0.8333894639798903,
2011,LUMN,Glen F. Post III,34.0,Man,white,sad,9.449414163827896,90.55058360099792,4.148977869688146,0.0345645434801753,0.0030229422901461,93.8570853386572,0.9438126910515244,1.0125400170707712,0.0077643802796956,3.4748254051919503e-06,13.357439637184145,2.6990729651288348e-06,86.63478493690491,1.0216112894881335e-10,5.801350866363464e-06,0.867514538694082,0.8333894639798903,
2012,LUMN,Glen F. Post III,34.0,Man,white,sad,9.449414163827896,90.55058360099792,4.148977869688146,0.0345645434801753,0.0030229422901461,93.8570853386572,0.9438126910515244,1.0125400170707712,0.0077643802796956,3.4748254051919503e-06,13.357439637184145,2.6990729651288348e-06,86.63478493690491,1.0216112894881335e-10,5.801350866363464e-06,1.1311023870272363,0.8333894639798903,
2013,LUMN,Glen F. Post III,34.0,Man,white,sad,9.449414163827896,90.55058360099792,4.148977869688146,0.0345645434801753,0.0030229422901461,93.8570853386572,0.9438126910515244,1.0125400170707712,0.0077643802796956,3.4748254051919503e-06,13.357439637184145,2.6990729651288348e-06,86.63478493690491,1.0216112894881335e-10,5.801350866363464e-06,0.8679701019616128,0.8333894639798903,
2014,LUMN,Glen F. Post III,34.0,Man,white,sad,9.449414163827896,90.55058360099792,4.148977869688146,0.0345645434801753,0.0030229422901461,93.8570853386572,0.9438126910515244,1.0125400170707712,0.0077643802796956,3.4748254051919503e-06,13.357439637184145,2.6990729651288348e-06,86.63478493690491,1.0216112894881335e-10,5.801350866363464e-06,1.3166810888050526,0.8333894639798903,
2015,LUMN,Glen F. Post III,34.0,Man,white,sad,9.449414163827896,90.55058360099792,4.148977869688146,0.0345645434801753,0.0030229422901461,93.8570853386572,0.9438126910515244,1.0125400170707712,0.0077643802796956,3.4748254051919503e-06,13.357439637184145,2.6990729651288348e-06,86.63478493690491,1.0216112894881335e-10,5.801350866363464e-06,0.6816083651898345,0.8333894639798903,
2016,LUMN,Glen F. Post III,34.0,Man,white,sad,9.449414163827896,90.55058360099792,4.148977869688146,0.0345645434801753,0.0030229422901461,93.8570853386572,0.9438126910515244,1.0125400170707712,0.0077643802796956,3.4748254051919503e-06,13.357439637184145,2.6990729651288348e-06,86.63478493690491,1.0216112894881335e-10,5.801350866363464e-06,1.022110881782549,0.8333894639798903,
2017,LUMN,Glen F. Post III,46.0,Man,white,sad,0.0250533368671312,99.9749481678009,8.136910226549433e-05,0.0004303230782185,1.2711703559158835e-06,98.28561534199808,1.2081936721917197,0.5056825302203017,3.782629143282277,0.7125425700047529,45.27957495694459,1.463831134726866,46.75826170942048,0.0088451084963289,1.994311199270344,0.7826693396536453,0.8333894639798903,
2010,MSI,Greg Brown,45.0,Man,white,happy,0.7153852377086878,99.28461909294128,4.2949628084898,5.004537478089333,1.5411068685352802,37.749239802360535,26.84708833694458,24.56306219100952,2.1415564432913925e-06,1.6888779235857865e-13,5.7800653152639825e-09,99.85793828964232,2.744373972518588e-06,6.421318143878807e-07,0.142064387910068,1.138017680937514,5.911735314248905,
2011,MSI,Greg Brown,40.0,Man,middle eastern,angry,0.048449682071805,99.95155334472656,6.313728541135788,9.989161789417269,2.038464695215225,21.426191926002502,40.27502238750458,19.957435131073,71.69995139240929,0.0003656164826325,0.1664523134501167,3.2549636515953333,7.282923596079564,0.0030315775790563,17.59231195404005,1.275347525451936,5.911735314248905,
2012,MSI,Greg Brown,40.0,Man,white,happy,0.3449829760938883,99.655020236969,12.75799721479416,8.091168850660324,2.5790436193346977,34.06646251678467,24.239125847816467,18.26620101928711,4.3319186628584e-14,5.791665204466357e-36,2.8525279358121e-22,100.0,2.123522817403589e-17,7.943474875953252e-18,2.172608381246469e-13,1.2259788224581258,5.911735314248905,
2013,MSI,Greg Brown,45.0,Man,white,happy,0.094739650376141,99.90525841712952,7.32574537396431,5.585405230522156,1.630234532058239,38.48354518413544,20.368653535842896,26.606416702270508,8.343392323695298e-05,1.0519481628138814e-19,1.9765799782502088e-11,99.99991655349731,1.789342896074686e-07,7.488416354020644e-11,6.983834399676425e-07,1.2355190832412428,5.911735314248905,
2014,MSI,Greg Brown,41.0,Man,white,happy,0.017375624156557,99.98262524604796,12.989313958801503,8.928885630236342,3.523563641138511,27.5952133649842,22.351240795998667,24.61178894183504,1.3367212068141066e-10,1.477888865325116e-18,1.0464784420960438e-10,99.53415393829346,5.373900080485328e-05,2.8103992657374505e-10,0.4657925106585026,1.0140848814105223,5.911735314248905,
2015,MSI,Greg Brown,47.0,Man,white,angry,0.0237564599956385,99.976247549057,2.488786875533276,1.710936156567106,0.2556010068938736,61.8888474636583,21.101936465617207,12.553895268076376,73.52711996597766,0.0072914019964167,4.089761024103225,3.0305817666996577,1.5250707954210516,2.045876282207744,15.7743046149197,1.0430260125334267,5.911735314248905,
2016,MSI,Greg Brown,47.0,Man,latino hispanic,happy,0.5607382394373417,99.43926334381104,12.39880771651176,12.253552704626,4.716751162201027,22.75501665413181,17.311645470661464,30.56422107646214,3.7382852369205466e-08,3.1344158555280407e-24,7.55530995517293e-14,100.0,1.0906485133424515e-10,5.200196255221023e-14,8.120978334247297e-08,1.2390090511625285,5.911735314248905,
2017,MSI,Greg Brown,41.0,Man,white,happy,0.017375624156557,99.98262524604796,12.989313958801503,8.928885630236342,3.523563641138511,27.5952133649842,22.351240795998667,24.61178894183504,1.3367212068141066e-10,1.477888865325116e-18,1.0464784420960438e-10,99.53415393829346,5.373900080485328e-05,2.8103992657374505e-10,0.4657925106585026,1.1143962939500356,5.911735314248905,
2018,MSI,Greg Brown,,,,,,,,,,,,,,,,,,,,1.2963862553587384,5.911735314248905,
2019,MSI,Greg Brown,41.0,Man,white,happy,0.017375624156557,99.98262524604796,12.989313958801503,8.928885630236342,3.523563641138511,27.5952133649842,22.351240795998667,24.61178894183504,1.3367212068141066e-10,1.477888865325116e-18,1.0464784420960438e-10,99.53415393829346,5.373900080485328e-05,2.8103992657374505e-10,0.4657925106585026,1.4203226019966133,5.911735314248905,
2010,SEDG,Guy Sella,35.0,Man,middle eastern,neutral,0.2073417883366346,99.79265928268433,0.7034265901893377,6.437113136053085,0.9665105491876602,25.264188647270203,49.67673420906067,16.952024400234222,0.1611390616744756,0.0008181298653653,0.3877920331433415,2.756505459547043,31.285318732261658,0.0124699552543461,65.39596319198608,1.0,1.6956520377024766,
2011,SEDG,Guy Sella,39.0,Man,middle eastern,neutral,0.0221572030568495,99.977844953537,0.5406395066529512,5.126878246665001,0.6448000203818083,27.13109850883484,35.30304431915283,31.25353753566742,0.5402923883671992,0.0001439636066013,9.966129658587557,0.6151663506130189,11.70259858385316,0.0129175845782509,77.16275317446906,1.0,1.6956520377024766,
2012,SEDG,Guy Sella,35.0,Man,middle eastern,neutral,0.2073417883366346,99.79265928268433,0.7034265901893377,6.437113136053085,0.9665105491876602,25.264188647270203,49.67673420906067,16.952024400234222,0.1611390616744756,0.0008181298653653,0.3877920331433415,2.756505459547043,31.285318732261658,0.0124699552543461,65.39596319198608,1.0,1.6956520377024766,
2013,SEDG,Guy Sella,38.0,Man,white,sad,0.0276289851171895,99.9723732471466,0.0012484650142141,0.0005850729394296,6.221728199307108e-06,99.07572865486144,0.5906058941036463,0.3318287199363112,4.10805344581604,0.0002008484443649,1.3980504125356674,2.163214236497879,92.24533438682556,8.262593098606885e-06,0.0851390068419277,1.0,1.6956520377024766,
2014,SEDG,Guy Sella,35.0,Man,middle eastern,neutral,0.2073417883366346,99.79265928268433,0.7034265901893377,6.437113136053085,0.9665105491876602,25.264188647270203,49.67673420906067,16.952024400234222,0.1611390616744756,0.0008181298653653,0.3877920331433415,2.756505459547043,31.285318732261658,0.0124699552543461,65.39596319198608,1.0,1.6956520377024766,
2015,SEDG,Guy Sella,,,,,,,,,,,,,,,,,,,,1.3608695187455488,1.6956520377024766,
2016,SEDG,Guy Sella,35.0,Man,middle eastern,neutral,0.2073417883366346,99.79265928268433,0.7034265901893377,6.437113136053085,0.9665105491876602,25.264188647270203,49.67673420906067,16.952024400234222,0.1611390616744756,0.0008181298653653,0.3877920331433415,2.756505459547043,31.285318732261658,0.0124699552543461,65.39596319198608,0.440184578805355,1.6956520377024766,
2017,SEDG,Guy Sella,34.0,Man,middle eastern,sad,0.6941681262105703,99.30583238601685,3.596455603837967,14.612668752670288,3.803490847349167,15.788215398788452,34.277087450027466,27.9220849275589,7.178138085825672,0.068514011781855,16.828168412665317,0.0801780340142656,66.14477441969223,0.4394932126112923,9.260730086477984,3.0282258380836304,1.6956520377024766,
2018,SEDG,Guy Sella,35.0,Man,white,sad,0.0039025118894642,99.99610185623168,2.30563897639513,2.6660289615392685,1.1115548200905323,48.59095215797424,12.011116743087769,33.31470787525177,4.666049033403397,0.0184929565875791,28.03647816181183,0.0006332227712846,47.873422503471375,0.0060266731452429,19.398897886276245,0.9347536401406518,1.6956520377024766,
2016,AVGO,Hock Tan,44.0,Man,asian,happy,0.120832014363259,99.8791754245758,88.85009155870576,4.052642470913228,1.2017920183291455,1.2446603358877106,0.1410374120369448,4.509785563920207,3.043946623802185,0.0433686305768787,12.77860552072525,33.095332980155945,21.72050029039383,7.529560476541519,21.78868502378464,1.2364560773086564,2.430351215786392,
2017,AVGO,Hock Tan,38.0,Man,white,sad,31.095516681671143,68.90448927879333,0.1286489306949079,0.3608640283346176,0.0366586493328213,75.27464628219604,17.2962486743927,6.9029368460178375,1.0730576178833908e-06,2.002072932422685e-09,0.0223112276782454,3.008685391411933e-05,99.92808103132732,1.9160538014454999e-10,0.0495779997883289,1.481861171382783,2.430351215786392,
2018,AVGO,Hock Tan,51.0,Man,asian,happy,0.1070458441972732,99.89295601844788,95.81447193795108,1.9599413973023168,0.140211550003922,0.1064487394182371,0.0016900825553625,1.977232148019332,0.0029965174591227,1.370444801502374e-09,1.3034910594699525e-06,99.94596241938396,0.0023687999289222,0.0004606536463763,0.0482167407242713,1.0362194815681958,2.430351215786392,
2019,AVGO,Hock Tan,47.0,Man,asian,neutral,0.1900860341265797,99.8099148273468,79.66052051311976,5.995615168883225,1.087990439741664,2.940727003303409,0.3519385308475531,9.963218565370866,0.8248305879533291,0.1325074234046042,1.7867131158709526,10.393287241458893,6.541102379560471,0.2270821947604417,80.09448051452637,1.2800622024860286,2.430351215786392,
2010,JKHY,Jack Prim,51.0,Man,white,neutral,0.1517435535788536,99.84825253486632,3.257870740057448e-05,3.642985141147302e-05,1.878596076795616e-06,99.89109040604944,0.0488911406061928,0.0599385342354584,0.0298892718627242,4.673523999363282e-09,0.0013438780006912,0.6073966984389244,0.0318415511053607,0.002151241588748,99.32737942501184,1.2410249096527477,4.110773299317796,
2011,JKHY,Jack Prim,51.0,Man,white,neutral,0.1517435535788536,99.84825253486632,3.257870740057448e-05,3.642985141147302e-05,1.878596076795616e-06,99.89109040604944,0.0488911406061928,0.0599385342354584,0.0298892718627242,4.673523999363282e-09,0.0013438780006912,0.6073966984389244,0.0318415511053607,0.002151241588748,99.32737942501184,1.1689008776354024,4.110773299317796,
2012,JKHY,Jack Prim,51.0,Man,white,neutral,0.1517435535788536,99.84825253486632,3.257870740057448e-05,3.642985141147302e-05,1.878596076795616e-06,99.89109040604944,0.0488911406061928,0.0599385342354584,0.0298892718627242,4.673523999363282e-09,0.0013438780006912,0.6073966984389244,0.0318415511053607,0.002151241588748,99.32737942501184,1.1832334556714257,4.110773299317796,
2013,JKHY,Jack Prim,51.0,Man,white,neutral,0.1517435535788536,99.84825253486632,3.257870740057448e-05,3.642985141147302e-05,1.878596076795616e-06,99.89109040604944,0.0488911406061928,0.0599385342354584,0.0298892718627242,4.673523999363282e-09,0.0013438780006912,0.6073966984389244,0.0318415511053607,0.002151241588748,99.32737942501184,1.5304963058155985,4.110773299317796,
2014,JKHY,Jack Prim,51.0,Man,white,neutral,0.1517435535788536,99.84825253486632,3.257870740057448e-05,3.642985141147302e-05,1.878596076795616e-06,99.89109040604944,0.0488911406061928,0.0599385342354584,0.0298892718627242,4.673523999363282e-09,0.0013438780006912,0.6073966984389244,0.0318415511053607,0.002151241588748,99.32737942501184,1.0653488810966725,4.110773299317796,
2015,JKHY,Jack Prim,40.0,Man,white,happy,0.5677060224115849,99.43228960037231,3.897400053265283e-05,8.415582462432917e-05,6.164991337475163e-07,99.65895418418,0.2612768128109797,0.0796480009379385,0.0017452259533004,6.94361841975838e-06,0.00096448941478,61.34250895291674,0.0392883597211074,0.0224834596765067,38.593004774213405,1.274672713705998,4.110773299317796,
2016,JKHY,Jack Prim,51.0,Man,white,neutral,0.1517435535788536,99.84825253486632,3.257870740057448e-05,3.642985141147302e-05,1.878596076795616e-06,99.89109040604944,0.0488911406061928,0.0599385342354584,0.0298892718627242,4.673523999363282e-09,0.0013438780006912,0.6073966984389244,0.0318415511053607,0.002151241588748,99.32737942501184,1.1523172783223194,4.110773299317796,
2010,ANSS,James Cashman,,,,,,,,,,,,,,,,,,,,1.166442661441854,2.072132644819209,
2011,ANSS,James Cashman,27.0,Man,white,happy,0.0451081985374912,99.9548852443695,7.969352062863358,9.574377933070414,5.554775438281946,36.19874551281279,17.139223771002744,23.56353236002116,4.653152029941315e-09,2.0138711165963035e-16,4.831904224903444e-11,98.96233665494164,7.575228459382146e-06,3.4911739886366897e-07,1.0376565464027578,1.1000575977531777,2.072132644819209,
2012,ANSS,James Cashman,27.0,Man,white,happy,0.0451081985374912,99.9548852443695,7.969352062863358,9.574377933070414,5.554775438281946,36.19874551281279,17.139223771002744,23.56353236002116,4.653152029941315e-09,2.0138711165963035e-16,4.831904224903444e-11,98.96233665494164,7.575228459382146e-06,3.4911739886366897e-07,1.0376565464027578,1.1756284527406409,2.072132644819209,
2013,ANSS,James Cashman,,,,,,,,,,,,,,,,,,,,1.294921320023549,2.072132644819209,
2014,ANSS,James Cashman,29.0,Man,white,happy,0.0557157909497618,99.94428753852844,9.27531197667122,8.793249726295471,4.050646349787712,31.870931386947632,19.85081285238266,26.159048080444336,7.085630748804306e-07,2.738387892364889e-12,9.409732992793353e-08,90.60173630714417,0.0011523078683239,2.4165285594790475e-05,9.39709097146988,0.9403670053872992,2.072132644819209,
2015,ANSS,James Cashman,27.0,Man,white,happy,0.0451081985374912,99.9548852443695,7.969352062863358,9.574377933070414,5.554775438281946,36.19874551281279,17.139223771002744,23.56353236002116,4.653152029941315e-09,2.0138711165963035e-16,4.831904224903444e-11,98.96233665494164,7.575228459382146e-06,3.4911739886366897e-07,1.0376565464027578,1.1280487804878043,2.072132644819209,
2010,ANET,Jayshree Ullal,31.0,Man,middle eastern,angry,0.8647307753562927,99.13526177406312,0.3515856992480992,9.793212687160096,0.2805979558420725,14.740394322919167,46.357959074730765,28.476256546527928,56.8789005279541,2.9941955403955944e-05,17.52537339925766,0.0020504716303548,22.389937937259678,3.10839656740427,0.0953119248151779,1.0,3.693272816051126,
2011,ANET,Jayshree Ullal,33.0,Woman,indian,happy,91.5870189666748,8.412983268499374,5.373556911945343,57.44568109512329,1.7689954489469528,6.006317213177681,11.999177932739258,17.40627884864807,1.1409435590660411e-05,5.206359353571356e-11,5.409319014025631e-07,96.15625188872195,0.0002677918381777,0.0122415367472761,3.831223686787643,1.0,3.693272816051126,
2012,ANET,Jayshree Ullal,34.0,Man,white,sad,29.84563708305359,70.15436291694641,2.520285546779633,4.12965752184391,0.5045226309448481,39.62055146694183,31.206128001213077,22.018855810165405,0.3974274258402078,0.0002466838101705,0.9306737043650504,0.0011259856841341,96.37154383998586,4.4712601620112655e-06,2.298977697017468,1.0,3.693272816051126,
2013,ANET,Jayshree Ullal,33.0,Man,latino hispanic,happy,2.615015394985676,97.38498330116272,6.601246446371079,28.922659158706665,1.9865619018673897,11.353543400764464,12.12083324790001,39.01515603065491,3.8837324467522194e-07,3.9908334239547894e-13,3.962689731906721e-07,99.96960163116456,0.0006908414889039,1.766451915297118e-09,0.0297128106467425,1.0,3.693272816051126,
2014,ANET,Jayshree Ullal,34.0,Man,indian,happy,2.652401104569435,97.3475992679596,5.425339192152023,44.02773082256317,4.358547925949097,5.596419423818588,7.152154296636581,33.43981206417084,0.3188819624483585,0.0015156535482674,0.4569496493786573,97.763991355896,1.3916402123868463,0.0105206214357167,0.0565058202482759,1.104727242209694,3.693272816051126,
2015,ANET,Jayshree Ullal,32.0,Man,indian,happy,9.538665413856506,90.46133160591124,3.72685082256794,54.8397958278656,2.556992322206497,3.510228917002678,4.767343029379845,30.59879243373871,0.545184249259919,0.0844191368150995,1.1633925615677163,97.6687732137712,0.304978048394257,0.1003600653763037,0.1328836735253127,1.2811059659016533,3.693272816051126,
2016,ANET,Jayshree Ullal,38.0,Woman,indian,happy,99.97517466545104,0.0248220865614712,0.0265948649030178,86.43885254859924,0.0270822609309107,1.2751396745443344,4.438232257962227,7.794100046157837,6.301348776105442e-06,1.7344593075763822e-14,3.0884437368650093e-09,99.98959302902222,1.7138646057901497e-05,1.507856417504172e-06,0.0103848047729115,1.2431911767185069,3.693272816051126,
2017,ANET,Jayshree Ullal,39.0,Man,white,neutral,5.820096284151077,94.17990446090698,1.299489087580984,0.0269889702110496,0.001030551691236,90.22965372977578,6.193068247620359,2.249770745621368,0.8323643356561661,6.687370728286623e-05,4.3974414467811584,0.0189220794709399,36.85799837112427,16.524598002433777,41.3686066865921,2.4344322620986105,3.693272816051126,
2018,ANET,Jayshree Ullal,31.0,Man,middle eastern,fear,1.7344258725643158,98.26557636260986,0.0001160138481282,0.0106710045656654,2.176707170065129e-05,23.934458196163177,75.98064541816711,0.0740939227398485,1.841437630355358,2.175984690211408e-05,85.45226454734802,0.0296941638225689,0.0296221522148698,12.639044225215912,0.0079130113590508,0.8943882982874957,3.693272816051126,
2019,ANET,Jayshree Ullal,33.0,Man,indian,happy,7.816972583532333,92.18302965164185,0.0142890598662194,97.76956412429382,0.0721042246831029,0.0218174897414992,0.0421410913291011,2.080090778182838,3.336730756452174e-06,5.4341630202253375e-15,1.1576134487631925e-08,99.4544147794741,5.628827568927306e-05,0.1098277061786003,0.4356982240168123,0.9640721776218648,3.693272816051126,
2018,LUMN,Jeff Storey,42.0,Man,white,happy,0.3101470181718468,99.68985319137572,0.107306451536715,0.0305188208585605,0.0018418477338855,94.56599354743958,1.6057798638939855,3.688562661409378,6.6559273174531e-08,4.156759548677673e-12,3.0420337659873495e-11,99.9989807605136,1.4724310826725229e-05,1.2394837284815674e-08,0.0010086234998208,1.0199534647632675,0.9586207602272636,
2019,LUMN,Jeff Storey,39.0,Man,white,happy,0.7640930358320475,99.23591017723083,3.733377903699875,0.849546492099762,0.1495794393122196,73.60771894454956,11.598977446556091,10.060802102088928,0.0002516381373268,7.827564241756137e-06,0.0044785936434147,99.91631506875932,0.0090359357130711,0.0006028913767497,0.0693062694009416,0.939867154086056,0.9586207602272636,
2010,NVDA,Jensen Huang,34.0,Man,asian,fear,0.0038878242776263,99.99611377716064,96.68104092108716,0.7185440585262706,0.2704447977087142,0.6180202317362747,0.0108946116343044,1.701046696180499,0.0677658983851014,1.3020148402780202e-06,85.07903129333444,0.0052324219204019,8.087871705762845,0.0003222896076491,6.759775832878103,0.832882648618562,13.643418666144392,
2011,NVDA,Jensen Huang,43.0,Man,asian,happy,0.1502066035754978,99.84979629516602,97.1941891677154,0.471596270460335,0.024256603520042,0.9667040559108192,0.0012431603291192,1.341999441593952,16.31498285025256,0.0048804463584428,5.381601624584295,50.14030636193194,19.53726825340201,1.7161396423661497,6.904820764352129,0.9000003714260586,13.643418666144392,
2012,NVDA,Jensen Huang,,,,,,,,,,,,,,,,,,,,0.8902664371204545,13.643418666144392,
2013,NVDA,Jensen Huang,43.0,Man,asian,sad,0.1258001779206097,99.87420439720154,90.99085873310916,3.203905937308427,0.110470580002402,2.1526233644857027,0.0157880387948215,3.526351811072338,4.764121770858765,0.0071940376074053,23.779726028442383,0.3094158368185162,52.57416367530823,0.0022984557290328,18.563082814216614,1.335237878908241,13.643418666144392,
2014,NVDA,Jensen Huang,45.0,Man,asian,sad,0.1177433179691433,99.88225102424622,84.28638168735722,6.531964953903562,0.5830612269865004,3.051504315256558,0.1896433538996155,5.357445510334312,13.194520771503448,0.0054938496759859,6.3544705510139465,0.1779061276465654,76.95002555847168,0.048113492084667,3.2694730907678604,1.2739579006770585,13.643418666144392,
2015,NVDA,Jensen Huang,,,,,,,,,,,,,,,,,,,,1.671155789277311,13.643418666144392,
2016,NVDA,Jensen Huang,41.0,Man,asian,sad,0.1033987267874181,99.89659786224364,88.15075159072876,5.7076845318079,0.2594487043097615,1.7524491995573044,0.0523682858329266,4.077298939228058,26.07469247881264,0.0007832311869972,2.326464748207957,0.1217584096965599,69.69037417288135,0.0173800007559916,1.7685461543743426,3.269602627235896,13.643418666144392,
2017,NVDA,Jensen Huang,54.0,Man,asian,angry,0.1426831935532391,99.85731840133668,74.2146403533649,5.70967539135511,5.083019052980059,4.672756606607842,0.903954156016808,9.41594801355028,97.45948910713196,1.9789992222740693e-05,0.9885975159704684,1.2458963283279443e-05,1.4642921276390553,9.473963586970058e-05,0.0874990655574947,1.8198784134992927,13.643418666144392,
