Ticker,CEO,Year,age,dominant_gender,dominant_race,dominant_emotion,Woman,Man,asian,indian,black,white,middle eastern,latino hispanic,angry,disgust,fear,happy,sad,surprise,neutral,Image Path
AAPL,Steve Jobs,2010,44,Man,white,happy,0.0040135240851668,99.99598264694214,0.0013309185189637,0.0076757915876811,5.444948994263703e-05,96.70776705192132,2.478743678554516,0.8044298286396163,0.0024709917852305,1.646482701289642e-05,0.0007875419214542,98.54950904846191,0.0001908541435113,0.0011897494005097,1.4458387158811092,modified_pictures/Steve Jobs/2010.jpg
AAPL,Tim Cook,2011,28,Man,white,happy,0.0031515344744548,99.99685287475586,0.2648986177518964,0.371761480346322,0.0164282231708057,77.17206478118896,8.134228736162186,14.040620625019072,6.092452204762206e-09,1.7261475910086214e-14,5.900745225779831e-11,99.60803394221855,1.010130880649854e-06,5.15269685445284e-06,0.3919606561111621,modified_pictures/Tim Cook/2011.jpg
AAPL,Tim Cook,2012,43,Man,asian,happy,0.5139196757227182,99.4860827922821,57.68638253211975,3.91477569937706,0.959425512701273,15.041854977607729,3.866713494062424,18.53085309267044,5.322560880927085e-06,4.841462503353203e-28,1.018756127096449e-18,99.99997615814208,2.5240145260299607e-11,1.4152192775114886e-16,2.2613605210608512e-05,modified_pictures/Tim Cook/2012.jpg
AAPL,Tim Cook,2013,49,Man,white,angry,0.0071851900429464,99.99281167984007,0.0002180267886511,0.0006605076517071,4.044998177703747e-06,99.33364983401596,0.4254619844533195,0.2400021211804223,28.69308888912201,0.0911641342099756,3.96120585501194,4.080815985798836,26.46732628345489,12.88970112800598,23.81670027971268,modified_pictures/Tim Cook/2013.jpg
AAPL,Tim Cook,2014,36,Man,white,happy,0.0043980795453535,99.99560117721558,1.1776335537433624,1.4119195751845837,0.2927126828581095,68.18321943283081,13.957205414772034,14.977313578128816,3.205719379075208e-05,7.279506310665694e-07,0.0267786238600163,99.69151016372564,7.763840487879952e-05,0.0066753768578155,0.2749251995146512,modified_pictures/Tim Cook/2014.jpg
AAPL,Tim Cook,2015,24,Man,asian,sad,0.0152289823745377,99.9847650527954,100.0,4.450665884577522e-20,5.565722220311329e-25,1.3866155229868022e-21,8.819487730603689e-28,1.0004051777135421e-19,41.12278521060944,0.0030876548407832,0.0050245987949892,0.0374030350940302,57.28539824485779,1.4584614440628363e-11,1.5463018789887428,modified_pictures/Tim Cook/2015.jpg
AAPL,Tim Cook,2016,38,Man,white,happy,0.0909888243768364,99.90900754928587,0.1309107717855734,0.4099775350080451,0.0313296438009452,83.86319779534327,10.047146531769426,5.517443970885513,6.37379751443695e-06,1.269931509939629e-15,8.298244856238955e-11,99.23503394335712,1.321596777517849e-06,1.0346867313485675e-07,0.7649622847862413,modified_pictures/Tim Cook/2016.jpg
AAPL,Tim Cook,2017,24,Man,latino hispanic,happy,0.0001942206836247,99.99980926513672,6.127221509814262,7.202728092670441,1.0930060409009457,32.84589350223541,18.10118556022644,34.62996780872345,1.6296650073854835e-05,2.872296584605083e-10,1.564958718169862e-07,98.99150133132936,4.327476688104071e-05,1.8008218205523008e-05,1.008419319987297,modified_pictures/Tim Cook/2017.jpg
AAPL,Tim Cook,2018,31,Man,white,sad,0.0209325909963808,99.97907280921936,0.3393671941012144,0.251063983887434,0.0240603432757779,75.5890429019928,6.91598653793335,16.88048094511032,6.7958541865175,0.0015529965854096,0.5080239987252949,0.0146056397301348,90.49497133433476,0.0005360117668316,2.18445796483254,modified_pictures/Tim Cook/2018.jpg
MSFT,Steve Ballmer,2010,24,Man,white,neutral,15.818485617637634,84.1815173625946,20.32470554113388,4.485801979899406,19.69888061285019,29.908233880996704,12.21511885523796,13.367265462875366,5.15091502399661e-05,1.7769464802458034e-13,0.0241234083486703,17.736704214614882,0.0100588955858436,0.0012179699113593,82.22784294055957,modified_pictures/Steve Ballmer/2010.jpg
MSFT,Steve Ballmer,2012,47,Man,white,angry,0.0028496844606706,99.99715089797974,0.0260791857726871,0.0879110884852707,0.0045442906412063,87.42251396179199,9.074556827545166,3.3843912184238434,75.30171275138855,15.339156985282898,6.36744424700737,0.0267274444922804,2.046690136194229,0.909207295626402,0.0090577217633835,modified_pictures/Steve Ballmer/2012.jpg
