image_url,story_url
https://blocksandfiles.com/wp-content/uploads/2019/11/steve-milligan-western-digital.jpg.thumb_.1280.1280.jpg,https://blocksandfiles.com/2019/11/01/western-digital-q12020-earnings-milligan-retires/
https://mma.prnewswire.com/media/797830/S_Milligan_Headshot_FINAL_9_4_15.jpg,https://investors.autodesk.com/news-releases/news-release-details/autodesk-appoints-stephen-milligan-board-directors
https://d15shllkswkct0.cloudfront.net/wp-content/blogs.dir/1/files/2019/10/8977655421_414cc3220a_k.jpg,https://siliconangle.com/2019/10/30/western-digital-begins-search-new-ceo-replace-steve-milligan/
https://media.bizj.us/view/img/11191041/gettyimages-871556916*1200xx4000-2250-0-209.jpg,https://www.bizjournals.com/sanjose/news/2019/10/30/western-digital-ceo-milligan-to-retire.html
"https://res.cloudinary.com/jamefiles/image/fetch/w_320,h_212,c_fill/http://www.poandpo.com/s0912/steve_milligan.jpg",https://www.poandpo.com/who-is-promoted/western-digital-appoints-steve-milligan-as-ceo/
https://news-cdn.softpedia.com/images/news2/New-Western-Digital-Chief-Will-be-Former-Hitachi-Leader-2.jpg,https://news.softpedia.com/news/New-Western-Digital-Chief-Will-be-Former-Hitachi-Leader-291313.shtml
https://2019.futuresummits.com/admin/storage/_cache/5afbc12.stephen-milligan-0x0.jpg,https://2019.futuresummits.com/itf2019/belgium/speakers/stephen-milligan
https://i.ytimg.com/vi/QiTcFpnzTRE/maxresdefault.jpg,https://moneyinc.com/western-digital-ceo-stephen-milligan/
https://media.licdn.com/dms/image/v2/C4D03AQH_G-IIKICakg/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1516494186660?e=2147483647&v=beta&t=WCw04c7zTYjV3tSUy-dAXEagGbSYFhk-vl6LTuqwfRw,https://www.linkedin.com/in/stephen-milligan-13411813
https://cms-image-bucket-production-ap-northeast-1-a7d2.s3.ap-northeast-1.amazonaws.com/images/8/7/0/8/10528078-6-eng-GB/20171108_TMB_Steve-Milligan-Western-Digital-at-the-Nikkei-Global-Management-Forum.jpg,https://asia.nikkei.com/Business/Western-Digital-CEO-committed-to-Toshiba-joint-ventures2
https://regmedia.co.uk/2012/09/10/steve_milligan.jpg,https://www.theregister.com/2012/09/10/wd_ceo_abdicates/
https://www.storagenewsletter.com/wp-content/uploads/2018/12/Autodesk-Milligan.jpg,https://www.storagenewsletter.com/2020/05/11/former-ceo-steve-milligan-no-more-wd-director/
https://cms-image-bucket-production-ap-northeast-1-a7d2.s3.ap-northeast-1.amazonaws.com/images/9/0/3/8/10528309-8-eng-GB/20171108_MAIN_Steve-Milligan-Western-Digital-at-the-Nikkei-Global-Management-Forum.jpg,https://asia.nikkei.com/Business/Western-Digital-CEO-committed-to-Toshiba-joint-ventures2
https://d2byebo1j9i40c.cloudfront.net/1300e878-b99d-4e49-a1c6-b9cf8e0f5ace/Images/posterImage-ver1.jpg,https://fortune.com/videos/watch/stephen-d.-milligan%2C-ceo-of-western-digital%2C-on-consumer-trends-driving-storage-needs/1300e878-b99d-4e49-a1c6-b9cf8e0f5ace
https://www.sourcesecurity.com/img/people/WD-Darrin-Bulik-300.jpg,https://www.sourcesecurity.com/people/steve-milligan.html
https://www.sourcesecurity.com/img/people/Martin-Jefferson-WD-300_28.jpg,https://www.sourcesecurity.com/people/steve-milligan.html
https://media.licdn.com/dms/image/v2/C4E03AQE1xxr-7DEszg/profile-displayphoto-shrink_200_200/profile-displayphoto-shrink_200_200/0/1517699769630?e=2147483647&v=beta&t=BxukNNEjZbklQ_gwi4jW32_ikgOP24l0mUo1_Y7PBVQ,https://uk.linkedin.com/in/stevemilligan
http://mms.businesswire.com/media/20180226005441/en/642714/4/Lori+Sunberg+2018.jpg,https://investor.wdc.com/news-releases/news-release-details/western-digital-names-lori-sundberg-chief-human-resources
https://upload.wikimedia.org/wikipedia/en/e/e4/Stephen_Milligan_1992.png,https://en.wikipedia.org/wiki/Stephen_Milligan
https://s.wsj.net/public/resources/images/BN-KU837_cwdc10_ER_20151019060221.jpg,https://www.wsj.com/articles/china-eases-controls-on-western-digital-as-state-firm-plans-to-invest-1445249369
https://media.bizj.us/view/img/10983635/gettyimages-166369877*xx4000-2250-0-209.jpg,https://www.bizjournals.com/sanjose/news/2019/10/30/western-digital-ceo-milligan-to-retire.html
https://vir.com.vn/stores/news_dataimages/hung/102015/27/15/wdcp.jpg,https://vir.com.vn/western-digital-allowed-integrating-substantial-portions-of-its-wd-and-hgst-businesses-38097.html
https://www.westerndigital.com/content/dam/western-digital/en-us/assets/image-gallery/press-release-corporate-western-digital.jpg,https://www.westerndigital.com/company/newsroom/press-releases/2019/2019-10-30-western-digital-announces-ceo-succession-plan
https://www.streetinsider.com/images/secattach/20160225/11359244_g61782ex99_1s20g1.jpg,https://www.streetinsider.com/SEC+Filings/Form+8-K+WESTERN+DIGITAL+CORP+For%3A+Feb+25/11359244.html
https://www.investors.com/wp-content/uploads/2016/06/IT16_WDC_060116_newscom.jpg,https://www.investors.com/news/technology/strong-buy-on-western-digital-reiterated-as-ceo-accumulates-stock/
https://media2.malaymail.com/uploads/articles/2017/2017-05/westerndigital1505.jpg,https://www.malaymail.com/news/money/2017/09/01/western-digital-ceo-apologises-to-toshiba-for-friction-over-chip-unit-sale/1455705
https://www.sdmmag.com/ext/resources/archives/s/sd/sdm/sdm-/sdm-newswire-graphic-feature2.jpg?1447097724,https://www.sdmmag.com/articles/86237-western-digital-to-acquire-hitachi-global-storage-technologies
https://i.ytimg.com/vi/6iEOGxF7gLk/mqdefault.jpg,https://cleverism.com/company/western-digital/
https://static01.nyt.com/images/2015/10/22/business/db-sandisk/db-sandisk-superJumbo.jpg,https://www.nytimes.com/2015/10/22/business/dealbook/western-digital-to-buy-memory-chip-maker-sandisk-for-19-billion.html
https://www.digitaltrends.com/wp-content/uploads/2015/10/western-digital-office.jpg?p=1,https://www.digitaltrends.com/computing/sandisk-acquired-by-western-digital/
